name;machine;experiment;material;sample;fluid;method;type of energy;value (J/m^2);min (J/m^2);max (J/m^2);type of slip;value (m);min (m);max (m);normal stress (MPa);conf stress (MPa);pore press (MPa);stress drop (MPa);T (°C);peak slip velocity (m/s);Reference;Collection;Notes;Group;;;
PFW22;triaxial;shear fracture;granite;intact;;;G;33000;;;deltau_avg;0.00024;;;;80;;140;150;;Wong, 1982;Wong, 1982;table 2;1;;;
PFW23;triaxial;shear fracture;granite;intact;;;G;23000;;;deltau_avg;0.00023;;;;80;;100;350;;Wong, 1982;Wong, 1982;table 2;1;;;
PFW13;triaxial;shear fracture;granite;intact;;;G;51000;;;deltau_avg;0.00034;;;;250;;150;150;;Wong, 1982;Wong, 1982;table 2;1;;;
PFW16;triaxial;shear fracture;granite;intact;;;G;22000;;;deltau_avg;0.00022;;;;250;;100;350;;Wong, 1982;Wong, 1982;table 2;1;;;
PFW17;triaxial;shear fracture;granite;intact;;;G;17000;;;deltau_avg;0.00022;;;;250;;80;350;;Wong, 1982;Wong, 1982;table 2;1;;;
PFW27;triaxial;shear fracture;granite;intact;;;G;13000;;;deltau_avg;0.00019;;;;250;;70;350;;Wong, 1982;Wong, 1982;table 2;1;;;
MTW 7;triaxial;shear fracture;granite;intact;;;G;23000;;;deltau_avg;0.00021;;;;250;;90;550;;Wong, 1982;Wong, 1982;table 2;1;;;
MTW 8;triaxial;shear fracture;granite;intact;;;G;23000;;;deltau_avg;0.00064;;;;250;;50;668;;Wong, 1982;Wong, 1982;table 2;1;;;
29;triaxial;shear fracture;sandstone;intact;;;G;11550;;;delta;0.000324;;;;20;;;;;Liu & Rummel, 1990;;table 2;1;;;
12;triaxial;shear fracture;sandstone;intact;;;G;17660;;;delta;0.000494;;;;25;;;;;Liu & Rummel, 1990;;table 2;1;;;
18;triaxial;shear fracture;sandstone;intact;;;G;17010;;;delta;0.000469;;;;40;;;;;Liu & Rummel, 1990;;table 2;1;;;
30;triaxial;shear fracture;sandstone;intact;;;G;16510;;;delta;0.000454;;;;40;;;;;Liu & Rummel, 1990;;table 2;1;;;
1;triaxial;shear fracture;sandstone;intact;;;G;21780;;;delta;0.000592;;;;50;;;;;Liu & Rummel, 1990;;table 2;1;;;
6;triaxial;shear fracture;sandstone;intact;;;G;24140;;;delta;0.00066;;;;50;;;;;Liu & Rummel, 1990;;table 2;1;;;
22;triaxial;shear fracture;sandstone;intact;;;G;25040;;;delta;0.000683;;;;50;;;;;Liu & Rummel, 1990;;table 2;1;;;
16;triaxial;shear fracture;sandstone;intact;;;G;26930;;;delta;0.000732;;;;60;;;;;Liu & Rummel, 1990;;table 2;1;;;
20;triaxial;shear fracture;sandstone;intact;;;G;24500;;;delta;0.000609;;;;60;;;;;Liu & Rummel, 1990;;table 2;1;;;
11;triaxial;shear fracture;sandstone;intact;;;G;23250;;;delta;0.000626;;;;75;;;;;Liu & Rummel, 1990;;table 2;1;;;
9;triaxial;shear fracture;sandstone;intact;;;G;22850;;;delta;0.000547;;;;100;;;;;Liu & Rummel, 1990;;table 2;1;;;
10;triaxial;shear fracture;sandstone;intact;;;G;14210;;;delta;0.000497;;;;150;;;;;Liu & Rummel, 1990;;table 2;1;;;
13;triaxial;shear fracture;sandstone;intact;;;G;15160;;;delta;;;;;200;;;;;Liu & Rummel, 1990;;table 2;1;;;
50;triaxial;shear fracture;sandstone;intact;;;G;9020;;;delta;;;;;250;;;;;Liu & Rummel, 1990;;table 2;1;;;
51;triaxial;shear fracture;sandstone;intact;;;G;0;;;delta;;;;;300;;;;;Liu & Rummel, 1990;;table 2;1;;;
4;triaxial;shear fracture;sandstone;intact;;;G;1480;;;delta;0.000152;;;;10;;;;;Liu & Rummel, 1990;;table 3;1;;;
6;triaxial;shear fracture;sandstone;intact;;;G;1970;;;delta;0.000214;;;;10;;;;;Liu & Rummel, 1990;;table 3;1;;;
7;triaxial;shear fracture;sandstone;intact;;;G;1620;;;delta;0.00017;;;;10;;;;;Liu & Rummel, 1990;;table 3;1;;;
8;triaxial;shear fracture;sandstone;intact;;;G;3130;;;delta;0.000243;;;;20;;;;;Liu & Rummel, 1990;;table 3;1;;;
9;triaxial;shear fracture;sandstone;intact;;;G;3620;;;delta;0.000276;;;;20;;;;;Liu & Rummel, 1990;;table 3;1;;;
10;triaxial;shear fracture;sandstone;intact;;;G;3000;;;delta;0.000235;;;;30;;;;;Liu & Rummel, 1990;;table 3;1;;;
11;triaxial;shear fracture;sandstone;intact;;;G;4510;;;delta;0.000344;;;;30;;;;;Liu & Rummel, 1990;;table 3;1;;;
12;triaxial;shear fracture;sandstone;intact;;;G;2350;;;delta;0.000291;;;;40;;;;;Liu & Rummel, 1990;;table 3;1;;;
15;triaxial;shear fracture;sandstone;intact;;;G;1690;;;delta;0.000193;;;;50;;;;;Liu & Rummel, 1990;;table 3;1;;;
16;triaxial;shear fracture;sandstone;intact;;;G;1170;;;delta;0.000137;;;;50;;;;;Liu & Rummel, 1990;;table 3;1;;;
17;triaxial;shear fracture;sandstone;intact;;;G;1100;;;delta;0.00016;;;;60;;;;;Liu & Rummel, 1990;;table 3;1;;;
21;triaxial;shear fracture;sandstone;intact;;;G;690;;;delta;;;;;80;;;;;Liu & Rummel, 1990;;table 3;1;;;
22;triaxial;shear fracture;sandstone;intact;;;G;0;;;delta;;;;;80;;;;;Liu & Rummel, 1990;;table 3;1;;;
23;triaxial;shear fracture;sandstone;intact;;;G;690;;;delta;;;;;80;;;;;Liu & Rummel, 1990;;table 3;1;;;
24;triaxial;shear fracture;sandstone;intact;;;G;0;;;delta;;;;;100;;;;;Liu & Rummel, 1990;;table 3;1;;;
15;triaxial;shear fracture;granite;intact;;;G_IIC;12000;;;deltau;0.00027;;;;20;;44.83;;;Hakami & Stephansson, 1990;;table 1;1;;;
14;triaxial;shear fracture;granite;intact;;;G_IIC;7600;;;deltau;0.00022;;;;20;;33.63;;;Hakami & Stephansson, 1990;;table 1;1;;;
6;triaxial;shear fracture;granite;saw-cut;;;G_IIC;3600;;;deltau;0.00016;;;;20;;22.42;;;Hakami & Stephansson, 1990;;table 1;1;;;
11;triaxial;shear fracture;granite;intact;;;G_IIC;17700;;;deltau;0.0004;;;;50;;44.03;;;Hakami & Stephansson, 1990;;table 1;1;;;
4;triaxial;shear fracture;granite;saw-cut;;;G_IIC;5300;;;deltau;0.00024;;;;50;;22.01;;;Hakami & Stephansson, 1990;;table 1;1;;;
12;triaxial;shear fracture;granite;intact;;;G_IIC;28600;;;deltau;0.00055;;;;50;;51.54;;;Hakami & Stephansson, 1990;;table 1;1;;;
5;triaxial;shear fracture;granite;saw-cut;;;G_IIC;39400;;;deltau;0.00045;;;;80;;86.46;;;Hakami & Stephansson, 1990;;table 1;1;;;
13;triaxial;shear fracture;granite;intact;;;G_IIC;81200;;;deltau;0.00063;;;;80;;128.96;;;Hakami & Stephansson, 1990;;table 1;1;;;
10;triaxial;shear fracture;granite;intact;;;G_IIC;77300;;;deltau;0.00067;;;;80;;115.32;;;Hakami & Stephansson, 1990;;table 1;1;;;
1;triaxial;shear fracture;granite;intact;;;G_c;77000;;;D_c;0.00196;;;;197;29;;25;;Ohnaka, 2003;;table 1;1;;;
2;triaxial;shear fracture;granite;intact;;;G_c;105000;;;D_c;0.00248;;;;201;140;;25;;Ohnaka, 2003;;table 1;1;;;
3;triaxial;shear fracture;granite;intact;;;G_c;100000;;;D_c;0.0021;;;;201;150;;25;;Ohnaka, 2003;;table 1;1;;;
4;triaxial;shear fracture;granite;intact;;;G_c;41000;;;D_c;0.00128;;;;201;179;;25;;Ohnaka, 2003;;table 1;1;;;
5;triaxial;shear fracture;granite;intact;;;G_c;57000;;;D_c;0.00082;;;;441;49;;25;;Ohnaka, 2003;;table 1;1;;;
6;triaxial;shear fracture;granite;intact;;;G_c;67000;;;D_c;0.00102;;;;480;300;;25;;Ohnaka, 2003;;table 1;1;;;
7;triaxial;shear fracture;granite;intact;;;G_c;53000;;;D_c;0.0008;;;;480;300;;25;;Ohnaka, 2003;;table 1;1;;;
8;triaxial;shear fracture;granite;intact;;;G_c;14000;;;D_c;0.00055;;;;480;300;;25;;Ohnaka, 2003;;table 1;1;;;
9;triaxial;shear fracture;granite;intact;;;G_c;83000;;;D_c;0.00118;;;;482;297;;25;;Ohnaka, 2003;;table 1;1;;;
10;triaxial;shear fracture;granite;intact;;;G_c;66000;;;D_c;0.00107;;;;481;195;;25;;Ohnaka, 2003;;table 1;1;;;
11;triaxial;shear fracture;granite;intact;;;G_c;48000;;;D_c;0.00102;;;;481;99;;25;;Ohnaka, 2003;;table 1;1;;;
12;triaxial;shear fracture;granite;intact;;;G_c;79000;;;D_c;0.00092;;;;481;30;;25;;Ohnaka, 2003;;table 1;1;;;
13;triaxial;shear fracture;granite;intact;;;G_c;800000;;;D_c;0.00295;;;;482;11;;25;;Ohnaka, 2003;;table 1;1;;;
14;triaxial;shear fracture;granite;intact;;;G_c;128000;;;D_c;0.00167;;;;481;296;;103;;Ohnaka, 2003;;table 1;1;;;
15;triaxial;shear fracture;granite;intact;;;G_c;55000;;;D_c;0.00114;;;;482;199;;102;;Ohnaka, 2003;;table 1;1;;;
16;triaxial;shear fracture;granite;intact;;;G_c;42000;;;D_c;0.00104;;;;481;100;;104;;Ohnaka, 2003;;table 1;1;;;
17;triaxial;shear fracture;granite;intact;;;G_c;80000;;;D_c;0.00115;;;;480;299;;200;;Ohnaka, 2003;;table 1;1;;;
18;triaxial;shear fracture;granite;intact;;;G_c;45000;;;D_c;0.00107;;;;480;199;;202;;Ohnaka, 2003;;table 1;1;;;
19;triaxial;shear fracture;granite;intact;;;G_c;69000;;;D_c;0.00122;;;;481;100;;202;;Ohnaka, 2003;;table 1;1;;;
1;biaxial;stick slip;granite;saw-cut;;;G_c;0.023;;;D_c;0.00000199;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
2;biaxial;stick slip;granite;saw-cut;;;G_c;0.069;;;D_c;0.000003;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
3;biaxial;stick slip;granite;saw-cut;;;G_c;0.22;;;D_c;0.00000457;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
4;biaxial;stick slip;granite;saw-cut;;;G_c;0.21;;;D_c;0.00000376;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
5;biaxial;stick slip;granite;saw-cut;;;G_c;0.5;;;D_c;0.00000744;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
6;biaxial;stick slip;granite;saw-cut;;;G_c;0.011;;;D_c;0.00000158;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
7;biaxial;stick slip;granite;saw-cut;;;G_c;0.026;;;D_c;0.00000216;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
8;biaxial;stick slip;granite;saw-cut;;;G_c;0.11;;;D_c;0.0000039;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
9;biaxial;stick slip;granite;saw-cut;;;G_c;0.12;;;D_c;0.00000331;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
10;biaxial;stick slip;granite;saw-cut;;;G_c;0.27;;;D_c;0.00000596;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
11;biaxial;stick slip;granite;saw-cut;;;G_c;0.022;;;D_c;0.00000253;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
12;biaxial;stick slip;granite;saw-cut;;;G_c;0.041;;;D_c;0.0000023;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
13;biaxial;stick slip;granite;saw-cut;;;G_c;0.13;;;D_c;0.00000394;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
14;biaxial;stick slip;granite;saw-cut;;;G_c;0.13;;;D_c;0.0000032;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
15;biaxial;stick slip;granite;saw-cut;;;G_c;0.17;;;D_c;0.00000452;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
16;biaxial;stick slip;granite;saw-cut;;;G_c;0.041;;;D_c;0.00000297;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
17;biaxial;stick slip;granite;saw-cut;;;G_c;0.063;;;D_c;0.00000285;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
18;biaxial;stick slip;granite;saw-cut;;;G_c;0.14;;;D_c;0.00000352;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
19;biaxial;stick slip;granite;saw-cut;;;G_c;0.13;;;D_c;0.00000281;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
20;biaxial;stick slip;granite;saw-cut;;;G_c;0.039;;;D_c;0.00000284;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
21;biaxial;stick slip;granite;saw-cut;;;G_c;0.059;;;D_c;0.00000263;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
22;biaxial;stick slip;granite;saw-cut;;;G_c;0.071;;;D_c;0.00000224;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
23;biaxial;stick slip;granite;saw-cut;;;G_c;0.084;;;D_c;0.00000208;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
24;biaxial;stick slip;granite;saw-cut;;;G_c;0.026;;;D_c;0.00000237;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
25;biaxial;stick slip;granite;saw-cut;;;G_c;0.046;;;D_c;0.00000216;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
26;biaxial;stick slip;granite;saw-cut;;;G_c;0.12;;;D_c;0.00000331;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
27;biaxial;stick slip;granite;saw-cut;;;G_c;0.11;;;D_c;0.00000259;;;6.2;;;;;;Ohnaka, 2003;;table 2;2;;;
1;biaxial;stick slip;granite;saw-cut;;;G_c;0.094;;;D_c;0.0000031;;;6.2;;;;;;Ohnaka, 2003;;table 3;2;;;
2;biaxial;stick slip;granite;saw-cut;;;G_c;0.53;;;D_c;0.00000837;;;6.2;;;;;;Ohnaka, 2003;;table 3;2;;;
3;biaxial;stick slip;granite;saw-cut;;;G_c;0.069;;;D_c;0.000003;;;6.2;;;;;;Ohnaka, 2003;;table 3;2;;;
4;biaxial;stick slip;granite;saw-cut;;;G_c;0.66;;;D_c;0.00001073;;;6.2;;;;;;Ohnaka, 2003;;table 3;2;;;
5;biaxial;stick slip;granite;saw-cut;;;G_c;0.95;;;D_c;0.0000134;;;6.2;;;;;;Ohnaka, 2003;;table 3;2;;;
6;biaxial;stick slip;granite;saw-cut;;;G_c;0.98;;;D_c;0.00001135;;;6.2;;;;;;Ohnaka, 2003;;table 3;2;;;
7;biaxial;stick slip;granite;saw-cut;;;G_c;0.14;;;D_c;0.000009;;;6.2;;;;;;Ohnaka, 2003;;table 3;2;;;
8;biaxial;stick slip;granite;saw-cut;;;G_c;0.73;;;D_c;0.0000182;;;6.2;;;;;;Ohnaka, 2003;;table 3;2;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);1.474186522;;;u (bin);2.99999E-05;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2.030153154;;;u (bin);4.49997E-05;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2.367829099;;;u (bin);5.99998E-05;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);3.041235826;;;u (bin);7.49998E-05;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);3.88012468;;;u (bin);8.99995E-05;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);5.567432014;;;u (bin);0.000105;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);6.396069007;;;u (bin);0.00012;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);7.324516498;;;u (bin);0.000134999;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);11.84929448;;;u (bin);0.00015;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);20.72712146;;;u (bin);0.000299999;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);42.82252107;;;u (bin);0.000599998;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);81.92981488;;;u (bin);0.000749998;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);121.4900468;;;u (bin);0.001050002;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);180.1825887;;;u (bin);0.001199997;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);138.5368746;;;u (bin);0.001349988;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);410.7959146;;;u (bin);0.001499996;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);1152.700311;;;u (bin);0.002999991;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);1864.379164;;;u (bin);0.004499974;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2296.743858;;;u (bin);0.005999983;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2994.562493;;;u (bin);0.007499978;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);3522.409115;;;u (bin);0.008999948;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);4143.541665;;;u (bin);0.010500017;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);5502.582815;;;u (bin);0.011999966;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);5708.932137;;;u (bin);0.013499883;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);10296.63436;;;u (bin);0.014999957;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);20105.55332;;;u (bin);0.029999913;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);31398.72898;;;u (bin);0.04499974;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);45238.30332;;;u (bin);0.059999827;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);58038.21682;;;u (bin);0.074999782;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);70782.88711;;;u (bin);0.08999948;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);84347.68432;;;u (bin);0.104999928;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);96020.00693;;;u (bin);0.119999932;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);105891.1126;;;u (bin);0.135000072;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);157784.3554;;;u (bin);0.149999911;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);279505.1261;;;u (bin);0.299999824;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);404064.3221;;;u (bin);0.450000504;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);505448.9202;;;u (bin);0.599999654;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);600582.5041;;;u (bin);0.749999545;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);680171.0033;;;u (bin);0.89999998;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);753444.6273;;;u (bin);1.050000002;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);826223.3758;;;u (bin);1.199999873;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);930804.2898;;;u (bin);1.35000072;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);1098390.842;;;u (bin);1.499999105;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);1401485.788;;;u (bin);2.99999824;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);1673067.058;;;u (bin);4.500005038;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);1882826.093;;;u (bin);5.999996541;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);1942143.553;;;u (bin);7.499995451;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);1961105.412;;;u (bin);9.000010166;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2048461.59;;;u (bin);10.50001695;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2139945.418;;;u (bin);11.99996557;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2335392.487;;;u (bin);13.49988286;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2463887.527;;;u (bin);14.99995651;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2262161.735;;;u (bin);16.49985015;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2341604.262;;;u (bin);17.99989617;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2391901.708;;;u (bin);19.49979295;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2446207.272;;;u (bin);21.0000341;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2523006.245;;;u (bin);22.49986954;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2569739.783;;;u (bin);23.99993138;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2637160.604;;;u (bin);25.49998941;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2656909.774;;;u (bin);26.99976598;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2681619.159;;;u (bin);28.49968107;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);2897504.737;;;u (bin);29.99991333;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);3045442.153;;;u (bin);31.49995983;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);3182190.995;;;u (bin);32.99970063;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);3711512.356;;;u (bin);34.50007189;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);3752783.199;;;u (bin);35.9997927;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);3780668.536;;;u (bin);37.49989054;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);3814230.221;;;u (bin);38.99958629;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);3851625.624;;;u (bin);40.50046411;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);3889027.438;;;u (bin);42.00006862;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
;rotary;trapezoidal;rocks;saw-cut;;;G_f(u);3923813.063;;;u (bin);43.50007443;;;;;;;;;Nielsen et al., 2016a;Cornelio et al., 2020a;bins;3;;;
